Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,27,116
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,39,556
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,5,5
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including S,68,68
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,24,35
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,108,145
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,39,89
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,319,394
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (Pw,Gender-Neutral,3,3
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,23,50
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,76,102
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,2,2
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,14,23
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,51,52
Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST (PwD),Gender-Neutral,3,3
Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Tec",AI,OPEN,Gender-Neutral,128,204
Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Tec",AI,OPEN,Female-only (including S,958,1061
Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Tec",AI,OPEN (PwD),Gender-Neutral,10,10
Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Tec",AI,EWS,Gender-Neutral,40,54
Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Tec",AI,EWS,Female-only (including S,238,238
Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Tec",AI,OBC-NCL,Gender-Neutral,120,169
Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Tec",AI,OBC-NCL,Female-only (including S,417,587
Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Tec",AI,SC,Gender-Neutral,46,80
Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Tec",AI,SC,Female-only (including S,169,169
Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Tec",AI,ST,Gender-Neutral,25,42
Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Tec",AI,ST,Female-only (including S,171,171
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,382,625
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,1411,1826
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,34,54
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including S,94P,94P
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,118,156
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,478,554
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,27,27
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,237,422
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,966,1549
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (Pw,Gender-Neutral,18,18
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,56,230
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,240,547
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,24,95
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,190,205
Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST (PwD),Gender-Neutral,6P,6P
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Tec",AI,OPEN,Gender-Neutral,646,810
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Tec",AI,OPEN,Female-only (including S,2019,2462
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Tec",AI,OPEN (PwD),Gender-Neutral,70,70
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Tec",AI,OPEN (PwD),Female-only (including S,162,162
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Tec",AI,EWS,Gender-Neutral,162,214
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Tec",AI,EWS,Female-only (including S,700,700
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Tec",AI,OBC-NCL,Gender-Neutral,428,510
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Tec",AI,OBC-NCL,Female-only (including S,1595,1837
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Tec",AI,OBC-NCL (Pw,Gender-Neutral,28,28
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Tec",AI,SC,Gender-Neutral,249,288
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Tec",AI,SC,Female-only (including S,739,829
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Tec",AI,ST,Gender-Neutral,99,159
Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Tec",AI,ST,Female-only (including S,345,345
Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1898,2707
Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,5632,6523
Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,115P,115P
Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,503,565
Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,1137,1137
Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1362,1957
Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,4393,5132
Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,875,1092
Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,2231,2231
Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,586,645
Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,1481,1481
Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Techno",AI,OPEN,Gender-Neutral,890,1194
Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Techno",AI,OPEN,Female-only (including S,2128,3381
Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Techno",AI,EWS,Gender-Neutral,260,307
Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Techno",AI,EWS,Female-only (including S,1000,1000
Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Techno",AI,OBC-NCL,Gender-Neutral,190,640
Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Techno",AI,OBC-NCL,Female-only (including S,1854,2151
Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Techno",AI,OBC-NCL (Pw,Gender-Neutral,43,43
Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Techno",AI,SC,Gender-Neutral,256,407
Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Techno",AI,SC,Female-only (including S,840,840
Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Techno",AI,ST,Gender-Neutral,214,245
Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Techno",AI,ST,Female-only (including S,562,562
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1845,2560
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,4087,7030
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,112P,112P
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,600,715
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,2137,2137
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1411,1917
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,3523,4329
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,749,1117
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,2413,2766
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,535,746
Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,1016,1016
Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2422,3797
Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,8280,9743
Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,386P,386P
Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,598,928
Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,2233,2233
Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2190,2504
Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,5821,6222
Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1345,1408
Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,2545,2545
Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,797,813
Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,1341,1341
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,118,332
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,824,1240
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,25,25
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including S,90,90
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,38,74
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,374,417
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,12,12
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,93,218
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,589,757
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL (Pw,Gender-Neutral,11,11
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,85,164
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,214,470
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,3,3
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,50,97
Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,55,55
Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technolog",AI,OPEN,Gender-Neutral,339,417
Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technolog",AI,OPEN,Female-only (including S,1433,1644
Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technolog",AI,EWS,Gender-Neutral,78,84
Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technolog",AI,EWS,Female-only (including S,645,645
Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technolog",AI,OBC-NCL,Gender-Neutral,250,298
Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technolog",AI,OBC-NCL,Female-only (including S,779,1071
Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technolog",AI,SC,Gender-Neutral,165,185
Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technolog",AI,SC,Female-only (including S,667,667
Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technolog",AI,SC (PwD),Gender-Neutral,1P,1P
Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technolog",AI,ST,Gender-Neutral,117,170
Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1225,1782
Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,3748,5487
Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,35,35
Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,316,420
Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,985,1114
Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,11P,11P
Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,597,1010
Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,2267,3475
Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (Pw,Gender-Neutral,41,41
Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,116,500
Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,1140,1329
Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,208,310
Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,408,408
Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2452,3089
Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,7335,9018
Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,537,722
Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,1596,1734
Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,879,2191
Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,5326,6191
Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,825,1335
Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,1875,2391
Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,688,810
Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,1159,1159
Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4352,6102
Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,9820,12551
Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,956,1215
Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,2604,2605
Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2665,3185
Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,5730,7737
Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1579,1780
Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,2677,2889
Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,836,991
Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,1386,1538
Indian Institute of Technology Indore,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7109,7913
Indian Institute of Technology Indore,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,15679,16378
Indian Institute of Technology Indore,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,164P,164P
Indian Institute of Technology Indore,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1326,1402
Indian Institute of Technology Indore,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,2385,2385
Indian Institute of Technology Indore,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3015,3568
Indian Institute of Technology Indore,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,6714,6965
Indian Institute of Technology Indore,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1513,1913
Indian Institute of Technology Indore,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,2786,2786
Indian Institute of Technology Indore,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,848,922
Indian Institute of Technology Indore,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,1642,1642
Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8296,9773
Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,16460,18217
Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1299,1474
Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,2775,2775
Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3390,3974
Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,6590,7849
Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1600,1881
Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,3425,3731
Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,566,631
Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,1363,1363
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,823,1389
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,3499,4698
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,47,57
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,163,218
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,716,749
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,14,22
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,301,649
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,1053,1468
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (Pw,Gender-Neutral,16,16
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,245,329
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,604,728
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,12P,12P
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,113,168
Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,154,154
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2359,3818
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,5167,8297
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,53P,270P
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,451,744
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,1460,1579
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,38P,38P
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1193,1648
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,2688,4056
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,660,997
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,1470,1704
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,350,467
Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,656,656
Indian Institute of Technology Indore,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5765,7612
Indian Institute of Technology Indore,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,13790,15115
Indian Institute of Technology Indore,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1302,1511
Indian Institute of Technology Indore,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3128,3618
Indian Institute of Technology Indore,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,8144,8144
Indian Institute of Technology Indore,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2066,2104
Indian Institute of Technology Indore,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,4096,4096
Indian Institute of Technology Indore,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1173,1173
Indian Institute of Technology Indore,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1591,2180
Indian Institute of Technology Indore,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,4905,5064
Indian Institute of Technology Indore,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,83,83
Indian Institute of Technology Indore,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,232,261
Indian Institute of Technology Indore,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,901,901
Indian Institute of Technology Indore,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,635,1064
Indian Institute of Technology Indore,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,1807,2373
