Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,787P,787P
Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,11454,15583
Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,23902,25172
Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2391,2428
Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,4404,4404
Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,5386,5807
Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2843,3015
Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,4510,4510
Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,914,1073
Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,480P,480P
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3412,6310
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,8353,12108
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,831,945
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,2119,2119
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1584,2341
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,5389,6685
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,923,1093
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,2147,2147
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,525,635
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7727,10005
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,15039,18177
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1510,1745
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,2830,2830
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3333,4237
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,7429,7775
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1824,2208
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,3716,3716
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1039,1155
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,14903,16439
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,24005,25778
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2443,2472
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,4659,4659
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,5856,6032
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2674,3164
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,4851,4851
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1390,1512
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,941P,941P
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6555,7956
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,12130,14105
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,17P,17P
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1095,1191
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2610,3141
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,7179,7240
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1273,1566
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,2239,2750
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,892,1087
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10912,12483
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,21564,23887
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1925,1967
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,3921,3921
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4518,5048
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2470,2650
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,3839,3839
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1208,1236
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,733P,733P
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology",AI,OPEN,Gender-Neutral,14948,15739
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology",AI,OPEN,Female-only (including S,24344,24506
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology",AI,EWS,Gender-Neutral,2306,2463
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology",AI,EWS,Female-only (including S,4558,4558
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology",AI,OBC-NCL,Gender-Neutral,5243,5830
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology",AI,SC,Gender-Neutral,3058,3121
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology",AI,SC,Female-only (including S,4059,4059
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology",AI,ST,Gender-Neutral,1301,1337
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,14375,15945
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,24560,25079
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2417,2422
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,3922,3922
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,5268,5549
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2627,2856
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,4513,4513
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1017,1147
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3482,6375
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,4989,11138
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,66P,66P
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,771,906
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,1652,1652
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1732,2225
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,4785,5409
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (Pw,Gender-Neutral,148P,148P
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,975,1295
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,1716,2129
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,422,607
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,1044,1044
Indian Institute of Technology Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7796,9778
Indian Institute of Technology Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,15007,15299
Indian Institute of Technology Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1464,1567
Indian Institute of Technology Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,2840,2840
Indian Institute of Technology Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3470,3823
Indian Institute of Technology Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,7268,7297
Indian Institute of Technology Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1828,2080
Indian Institute of Technology Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,2964,2964
Indian Institute of Technology Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,872,906
Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,OPEN,Gender-Neutral,4752,8772
Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,OPEN,Female-only (including S,10983,14717
Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,OPEN (PwD),Gender-Neutral,106P,106P
Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,EWS,Gender-Neutral,1336,1458
Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,EWS,Female-only (including S,2122,2122
Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,OBC-NCL,Gender-Neutral,2762,3368
Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,OBC-NCL,Female-only (including S,5820,6982
Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,SC,Gender-Neutral,1443,1712
Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,SC,Female-only (including S,2734,2734
Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,ST,Gender-Neutral,732,850
Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Techn",AI,ST,Female-only (including S,1347,1347
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10655,12851
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,20242,20440
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2265,2339
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,3749,3749
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,5100,5258
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2948,3133
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,4066,4066
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1405,1442
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of S",AI,OPEN,Gender-Neutral,9258,16968
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of S",AI,OPEN,Female-only (including S,23467,25762
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of S",AI,EWS,Gender-Neutral,2473,2524
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of S",AI,EWS,Female-only (including S,4489,4489
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of S",AI,OBC-NCL,Gender-Neutral,5925,6185
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of S",AI,SC,Gender-Neutral,3183,3302
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of S",AI,SC,Female-only (including S,4768,4859
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of S",AI,ST,Gender-Neutral,1503,1549
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of S",AI,ST,Female-only (including S,1036P,1036P
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4677,7381
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,11879,12205
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,885,1167
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,2046,2046
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2613,2819
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,6616,6867
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1090,1479
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,2799,2799
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,596,788
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10317,13435
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,19074,21591
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2024,2196
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,3563,3563
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4218,5082
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,7628,9014
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1327,2629
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,4302,4303
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,664,1213
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,1687,1687
"Dr. B R Ambedkar National Institute of Technology,","Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,56402,67216
"Dr. B R Ambedkar National Institute of Technology,","Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including S,52325,52325
"Dr. B R Ambedkar National Institute of Technology,","Bio Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,13529,14091
"Dr. B R Ambedkar National Institute of Technology,","Bio Technology (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including S,13481,13481
"Dr. B R Ambedkar National Institute of Technology,","Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,52003,81089
"Dr. B R Ambedkar National Institute of Technology,","Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including S,41323,41323
"Dr. B R Ambedkar National Institute of Technology,","Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,11387,12966
"Dr. B R Ambedkar National Institute of Technology,","Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Female-only (including S,12329,12329
"Dr. B R Ambedkar National Institute of Technology,","Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,39435,47967
"Dr. B R Ambedkar National Institute of Technology,","Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including S,54448,57854
"Dr. B R Ambedkar National Institute of Technology,","Bio Technology (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,7793,7839
"Dr. B R Ambedkar National Institute of Technology,","Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,15038,16245
"Dr. B R Ambedkar National Institute of Technology,","Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including S,18751,18751
"Dr. B R Ambedkar National Institute of Technology,","Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7472,7723
"Dr. B R Ambedkar National Institute of Technology,","Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Female-only (including S,9772,9772
"Dr. B R Ambedkar National Institute of Technology,","Bio Technology (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2675,2875
"Dr. B R Ambedkar National Institute of Technology,","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,36773,56585
"Dr. B R Ambedkar National Institute of Technology,","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including S,38712,51020
"Dr. B R Ambedkar National Institute of Technology,","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,979,979
"Dr. B R Ambedkar National Institute of Technology,","Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,10871,11340
"Dr. B R Ambedkar National Institute of Technology,","Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including S,10402,10402
"Dr. B R Ambedkar National Institute of Technology,","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,48968,64555
"Dr. B R Ambedkar National Institute of Technology,","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including S,44955,62792
"Dr. B R Ambedkar National Institute of Technology,","Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,7565,10304
"Dr. B R Ambedkar National Institute of Technology,","Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including S,10115,10115
"Dr. B R Ambedkar National Institute of Technology,","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,31059,37272
"Dr. B R Ambedkar National Institute of Technology,","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including S,41493,42080
"Dr. B R Ambedkar National Institute of Technology,","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,2013,2013
"Dr. B R Ambedkar National Institute of Technology,","Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5981,5981
"Dr. B R Ambedkar National Institute of Technology,","Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including S,8350,8350
"Dr. B R Ambedkar National Institute of Technology,","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10761,12648
"Dr. B R Ambedkar National Institute of Technology,","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including S,15841,16448
"Dr. B R Ambedkar National Institute of Technology,","Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5270,6743
"Dr. B R Ambedkar National Institute of Technology,","Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including S,7303,7303
"Dr. B R Ambedkar National Institute of Technology,","Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2359,2493
"Dr. B R Ambedkar National Institute of Technology,","Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including S,3849,3849
"Dr. B R Ambedkar National Institute of Technology,","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,55135,66693
"Dr. B R Ambedkar National Institute of Technology,","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including S,55142,67182
"Dr. B R Ambedkar National Institute of Technology,","Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,10955,12304
"Dr. B R Ambedkar National Institute of Technology,","Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including S,11219,11219
"Dr. B R Ambedkar National Institute of Technology,","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,40504,62329
"Dr. B R Ambedkar National Institute of Technology,","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including S,52917,58441
"Dr. B R Ambedkar National Institute of Technology,","Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,8777,11809
"Dr. B R Ambedkar National Institute of Technology,","Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,22842,22842
"Dr. B R Ambedkar National Institute of Technology,","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,37743,44274
"Dr. B R Ambedkar National Institute of Technology,","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including S,50776,54742
"Dr. B R Ambedkar National Institute of Technology,","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,7142,7181
"Dr. B R Ambedkar National Institute of Technology,","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including S,9339,9339
"Dr. B R Ambedkar National Institute of Technology,","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,13014,14293
"Dr. B R Ambedkar National Institute of Technology,","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including S,19773,20397
"Dr. B R Ambedkar National Institute of Technology,","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4999,6228
"Dr. B R Ambedkar National Institute of Technology,","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including S,7576,7576
"Dr. B R Ambedkar National Institute of Technology,","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1297,1307
"Dr. B R Ambedkar National Institute of Technology,","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including S,2735,2735
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,10292,16940
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including S,14911,20475
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,657,657
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,2938,4051
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including S,3239,3239
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS (PwD),Gender-Neutral,464,464
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5814,12760
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including S,6128,15646
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2346,4220
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including S,4131,5763
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,198,198
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2480,6283
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including S,12636,12636
"Dr. B R Ambedkar National Institute of Technology,","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,6330,10957
